"Name","Live Bytes","Live Objects","Allocated Objects","Avg. Age","Generations"
"dibugger.debuglogic.antlrparser.WlangParser$MainFunctionHeadContext","0 B (0%)","0 (0%)","6 (0,1%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$ArglistContext","0 B (0%)","0 (0%)","9 (0,1%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$ArgumentContext","0 B (0%)","0 (0%)","9 (0,1%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$BlockContext","0 B (0%)","0 (0%)","15 (0,2%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$StatementsContext","0 B (0%)","0 (0%)","51 (0,8%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$StatementContext","0 B (0%)","0 (0%)","51 (0,8%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$AssignmentContext","0 B (0%)","0 (0%)","36 (0,6%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$DeclareAssignContext","0 B (0%)","0 (0%)","18 (0,3%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$IntLiteralContext","0 B (0%)","0 (0%)","33 (0,5%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$WhileStateContext","0 B (0%)","0 (0%)","6 (0,1%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$WhileWithBlockContext","0 B (0%)","0 (0%)","6 (0,1%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$LessCompContext","0 B (0%)","0 (0%)","6 (0,1%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$IdContext","0 B (0%)","0 (0%)","51 (0,8%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$PureAssignContext","0 B (0%)","0 (0%)","15 (0,2%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$AdditionContext","0 B (0%)","0 (0%)","12 (0,2%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$SubtractionContext","0 B (0%)","0 (0%)","3 (0%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$ReturnStateContext","0 B (0%)","0 (0%)","9 (0,1%)","0,0","0"
"dibugger.debuglogic.interpreter.TermValue","0 B (0%)","0 (0%)","0 (0%)","0,0","0"
"dibugger.debuglogic.interpreter.Command","0 B (0%)","0 (0%)","0 (0%)","0,0","0"
"dibugger.debuglogic.interpreter.SubtractionTerm","0 B (0%)","0 (0%)","3 (0%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$InputparameterContext","0 B (0%)","0 (0%)","6 (0,1%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$InputparameterNoArrayContext","0 B (0%)","0 (0%)","6 (0,1%)","0,0","0"
"dibugger.debuglogic.interpreter.Trace","0 B (0%)","0 (0%)","6 (0,1%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$RoutineContext","0 B (0%)","0 (0%)","3 (0%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$RoutineHeadContext","0 B (0%)","0 (0%)","3 (0%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$FunctionHeadContext","0 B (0%)","0 (0%)","3 (0%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$CallingAssignContext","0 B (0%)","0 (0%)","3 (0%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$FuncCallContext","0 B (0%)","0 (0%)","3 (0%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$FilledArglistContext","0 B (0%)","0 (0%)","3 (0%)","0,0","0"
"dibugger.debuglogic.antlrparser.WlangParser$FilledArgumentContext","0 B (0%)","0 (0%)","3 (0%)","0,0","0"
"dibugger.debuglogic.exceptions.DIbuggerLogicException","0 B (0%)","0 (0%)","0 (0%)","0,0","0"
"dibugger.debuglogic.exceptions.VariableNotFoundException","0 B (0%)","0 (0%)","439 (6,9%)","0,0","0"
